"Number.Items","Number.Students.Original","Number.Students.Removed","Number.Run","Alpha","Model.RMSEA","Model.SRMSR","Model.TLI","Model.CFI","RMSE.Item.Discrimination","RMSE.Item.Difficulty","RMSE.Theta","RMSE.EstExpSc.SimSumSc","RMSE.EstExpSc.WSc","RMSE.WSc.SimSumSc","RMSE.TrExpSc.SimSumSc","RMSE.TrExpSc.WSc","RMSE.TrExpSc.EstExpSc","R2.EstTh.SimSumSc","R2.EstTh.WSc","R2.EstExpSc.SimSumSc","R2.EstExpSc.WSc","R2.TrTh.SimSumSc","R2.TrTh.WSc","R2.TrExpSc.SimSumSc","R2.TrExpSc.WSc","CORR.2PLDiff.2PLDisc","CORR.EstTh.SimSumSc","CORR.EstTh.WSc","CORR.EstTh.EstExpSc","CORR.SimSumSc.WSc","CORR.SimSumSc.EstExpSc","CORR.WScvEstExpSc","CORR.TrTh.TrExpSc","CORR.TrTh.EstTh","CORR.TrTh.SimSumSc","CORR.TrTh.WSc","CORR.TrTh.EstExpSc","CORR.TrExpSc.EstTh","CORR.TrExpSc.SimSumSc","CORR.TrExpSc.WSc","CORR.TrExpSc.EstExpSc"
10,5000,316,21,0.803505301903729,0.00358959857648726,0.00697968526533463,0.999871081027164,0.999899729687794,0.00508343140491662,0.00140852386039751,0.432427093938243,0.0917231429846587,0.557184542995529,0.586711359920307,0.876488959667467,1.04412884313211,0.871643626504995,0.981273652476634,0.963207655502622,0.997794919362038,0.993788188387514,0.777766958564864,0.76955651694734,0.789104512146573,0.790959912783393,-0.943239362981687,0.990592576429197,0.981431431890492,0.991384206352844,0.995475808150581,0.998896851212395,0.996889255829109,0.990461220574143,0.88411637546505,0.881910969749704,0.877243704421605,0.883366552971906,0.87870284286206,0.888315547621774,0.889359270926769,0.889935299456
10,5000,141,22,0.766169708216458,0,0.00647556790414758,1.00076903956683,1,0.00722197363843041,0.00174482498968593,0.470647406043435,0.160070173306043,0.595729113990729,0.641748007541394,0.890561613378239,1.12131291966237,0.882410899011767,0.9773763947894,0.996638930196598,0.993296942418221,0.993566337658068,0.776650390662992,0.790171044113047,0.78787636537763,0.788883562296643,-0.8042376159931,0.988623484846177,0.998318050621443,0.992826256930431,0.992998047249429,0.996642835933827,0.996777978116526,0.993242129093577,0.888488245105295,0.881277703486813,0.888915656355004,0.884754349219328,0.884644276644023,0.887624000000918,0.888191174408214,0.890602045560051
10,5000,298,23,0.818444030738163,0,0.00641964435236174,1.00035521209076,1,0.00384030527046165,0.0014675766683925,0.406539326392642,0.0864449222551395,0.388487521712032,0.417495750526904,0.863431394602123,0.946488300539832,0.862307615046054,0.974789147083687,0.963084203474371,0.99856987685798,0.998310353651886,0.812797120559615,0.80660165746321,0.847689108099637,0.850056698344002,-0.895649641414071,0.987314107608965,0.981368536012018,0.988048781988564,0.998472518888018,0.999284682589491,0.999154819661041,0.984284279160574,0.904682007866846,0.901552616634004,0.898110047523804,0.902304071328601,0.905265622821387,0.920700335668257,0.921985194210841,0.921403982224095
10,5000,610,24,0.848866692270283,0,0.00872473289721899,1.00012758650384,1,0.0066520259957291,0.00130647554222457,0.405009985541826,0.0818917977132855,0.269984487446953,0.303195032243746,0.894974191675925,0.940925343023916,0.898278115500665,0.938224218277269,0.930026472368085,0.998846802924468,0.999396037738651,0.751782872188853,0.746035585061075,0.844996629918104,0.845283841001738,-0.768785365848779,0.968619749064239,0.964378801285099,0.970545104924951,0.999249516318237,0.999423235133378,0.999697973259249,0.957323103267732,0.883555929679352,0.867054134520362,0.863733515073414,0.868172712191383,0.889026358468044,0.919236982457791,0.91939319173123,0.91932916607537
10,5000,796,25,0.867377679883795,0,0.0065697354365001,1.00045600283707,1,0.00556704415924948,0.00264715926117456,0.368802325785146,0.126898094693791,0.436824598582278,0.478952724670949,1.01207386924008,1.13919308707812,1.0114030124667,0.962583575492343,0.949502407563107,0.997559885074917,0.998153027513589,0.800041817765966,0.794312223598583,0.838910405616675,0.841195457381413,-0.960943215247425,0.981113436607787,0.974424141512877,0.982857749167687,0.997965900033771,0.998779197357913,0.999076086949132,0.981101222297728,0.897635262829388,0.894450567536276,0.891241955699227,0.895910929643308,0.896049459591401,0.915920523635471,0.917167082587144,0.916927458750995
10,5000,394,26,0.807496429999496,0,0.00564255082107187,1.00061143381413,1,0.00696560191912042,0.00116896500947493,0.410118907548159,0.0588657683314035,0.445620180998898,0.466381458322395,0.873850110522878,0.955659750954713,0.870392617730985,0.989633104147043,0.982353863355238,0.999134505823726,0.995720611182167,0.790255399486266,0.787219197150754,0.79699620042657,0.79623065989042,-0.945144101006946,0.994803047918051,0.991137661152697,0.994900029615486,0.997201741332927,0.999567159236299,0.997858011533789,0.994733580129874,0.888470115427306,0.888963103557322,0.88725373887674,0.889220119116662,0.886998285686271,0.892746436804186,0.892317577934235,0.893151487168686
10,5000,105,27,0.722841610819541,0.00269409555992274,0.00907775785554858,0.999879452627222,0.999906240932284,0.0128354877190783,0.00319047441518606,0.5008004037101,0.319641363150292,1.17683370873097,1.25306940168588,0.844081674038332,1.44515216901049,0.793433025712321,0.953133594090101,0.946388752147561,0.966659623619868,0.982114836912793,0.758124756875849,0.764460229665474,0.766113154742345,0.783021946099153,-0.96408331545284,0.976285610920339,0.972825139553641,0.993503037989708,0.974541715009874,0.98318849851891,0.991017071958295,0.995203716476986,0.879741078177334,0.870703598749797,0.874334163615647,0.883649896745269,0.878752499351659,0.875278901118005,0.884885272845668,0.888328501414379
10,5000,303,28,0.846004236546797,0,0.00682495376552163,1.00010625314289,1,0.00638580355129117,0.0013744854942704,0.408378680830273,0.0830103010176001,0.248663374875934,0.273139540071699,0.955465160358985,0.992273667949806,0.955393051224863,0.953965493019131,0.959801312106774,0.998919588904773,0.999486199715354,0.814635051005009,0.816805348603062,0.853047144918254,0.852568124511162,-0.815229974986564,0.97671157104804,0.979694499375583,0.977051822210023,0.999252243139147,0.999459648462494,0.999743066850356,0.981584280169358,0.90487024868275,0.902571355076711,0.903772841262152,0.902707381686722,0.900345193644554,0.92360551368983,0.923346156385114,0.923915833136166
10,5000,345,29,0.809816423546318,0,0.00791494894257173,1.00014542658942,1,0.00543921945890844,0.00187853987628939,0.411432915116379,0.12867878906905,0.488168559160669,0.524802603563805,0.922220164714645,1.05907931809187,0.919046276063763,0.984708832696944,0.99596280127288,0.996481425770805,0.99690989106271,0.793731700976857,0.802668560203383,0.815605905034256,0.815832126347888,-0.883523608241902,0.992324963253945,0.997979359141701,0.994521066057137,0.996660150456047,0.998239162611248,0.998453750086958,0.991780834956965,0.896933551256525,0.89091621434165,0.895917719549839,0.892120931729727,0.899770746474674,0.903109021676927,0.903234258843124,0.9039600280483
10,5000,165,30,0.788054109645409,0.00310542005257842,0.00627421063036268,0.999881738255022,0.999908018642795,0.00712759358255857,0.0029298140091274,0.430824480227748,0.135090076681549,0.725686776866632,0.767232499729547,0.882557801113304,1.14854407570005,0.87882424853929,0.987051556322539,0.997866704063401,0.995890004011442,0.992152264494726,0.805469876209355,0.815831841718015,0.816431651744488,0.81307410350265,-0.917694203398449,0.993504683593661,0.998932782555163,0.996276558967013,0.993641618604541,0.997942886147019,0.99606840352193,0.993443553578089,0.902564860795797,0.897479735821013,0.90323410128162,0.898993753066406,0.90139552526622,0.903566074918978,0.901706217957185,0.904614550200556
