"Number.Items","Number.Students.Original","Number.Run","Alpha","Model.RMSEA","Model.SRMSR","Model.TLI","Model.CFI","RMSE.Item.Discrimination","RMSE.Item.Difficulty","RMSE.Theta","RMSE.EstExpSc.SimSumSc","RMSE.EstExpSc.WSc","RMSE.WSc.SimSumSc","RMSE.TrExpSc.SimSumSc","RMSE.TrExpSc.WSc","RMSE.TrExpSc.EstExpSc","R2.EstTh.SimSumSc","R2.EstTh.WSc","R2.EstExpSc.SimSumSc","R2.EstExpSc.WSc","R2.TrTh.SimSumSc","R2.TrTh.WSc","R2.TrExpSc.SimSumSc","R2.TrExpSc.WSc","CORR.2PLDiff.2PLDisc","CORR.EstTh.SimSumSc","CORR.EstTh.WSc","CORR.EstTh.EstExpSc","CORR.SimSumSc.WSc","CORR.SimSumSc.EstExpSc","CORR.WScvEstExpSc","CORR.TrTh.TrExpSc","CORR.TrTh.EstTh","CORR.TrTh.SimSumSc","CORR.TrTh.WSc","CORR.TrTh.EstExpSc","CORR.TrExpSc.EstTh","CORR.TrExpSc.SimSumSc","CORR.TrExpSc.WSc","CORR.TrExpSc.EstExpSc"
20,5000,1,0.854309934252482,0,0.00991352951592743,1.00059738770386,1,0.00393308086813422,0.00258639570471418,0.398260636866331,0.794154350172845,0.792337602203145,0.805152269200068,1.7527465921967,1.79762793211897,1.5236982791356,0.962576167867428,0.963731122946493,0.97995958579547,0.999935996347374,0.804913569096006,0.806603605105949,0.857271151604217,0.875458205706171,0.158499457305854,0.981109661489188,0.9816980813603,0.981570493772108,0.989949992567089,0.989929081194946,0.999967997661612,0.969519520750071,0.916866618592259,0.897169754893691,0.898111131823867,0.898026204929039,0.921179392450595,0.925889384108175,0.935659235889953,0.935753434233794
20,5000,2,0.854671377399213,0,0.0103146183440059,1.00026077669267,1,0.00280232531570999,0.00233172989568388,0.400323912678655,0.781088669896724,0.75685458753963,0.758583268470816,1.74169224344241,1.76864056995221,1.51238891078281,0.962654548547917,0.964049254784866,0.980804021726928,0.999935879746284,0.805709155205356,0.808804758230004,0.858974764719968,0.877877487234126,0.185195572499842,0.981149605589237,0.981860099395462,0.981250428402496,0.990506076241663,0.990355502699373,0.999967939359199,0.968105810156098,0.916950645136827,0.89761303199394,0.899335731654205,0.898730007934067,0.920669447955376,0.926808914890208,0.936951165874789,0.936955116458304
20,5000,3,0.853939802823975,0.00207628439637255,0.010871100574673,0.999928580938633,0.999936098734567,0.0032335592009672,0.00282613593631868,0.398280824461398,0.811070422863651,0.805916188271969,0.836919396236846,1.72201239373574,1.76094467672773,1.49720796453617,0.962584374987435,0.964203364595197,0.978777549981154,0.999933541208627,0.815031623565106,0.816340096545875,0.86378599852299,0.881703867312819,0.140808487588713,0.981113844050442,0.981938574756688,0.981828709855923,0.989345125292935,0.989331870497031,0.999966770052199,0.970904532806975,0.917726246385546,0.902791018766307,0.903515410242612,0.903377696173638,0.921601653107036,0.929400881494627,0.938990877119059,0.939001472044388
20,5000,4,0.853939337182024,0,0.00956968480864776,1.00059470005244,1,0.003544238648377,0.00424099456970543,0.39710706176653,0.79411634989596,0.783642225036769,0.786015379318636,1.73511863653586,1.77317464888606,1.51378466008285,0.961740381135212,0.964453593464643,0.980063199780475,0.999929991651062,0.811495231270308,0.813532605093613,0.860911558189934,0.878201130472368,0.221984285246378,0.980683629482624,0.982065982235737,0.981404444620307,0.990147712368919,0.989981413856076,0.999964995212864,0.969582953640177,0.918151737594115,0.900830301039161,0.901960423241293,0.901349635528779,0.92039454325804,0.927853198620306,0.937123860795556,0.937136217832358
20,5000,5,0.859823780608425,0.00401152550447846,0.0114148181349913,0.99974861750237,0.99977507881791,0.00475410433480356,0.00195141279450045,0.411933572255095,0.778386573216701,0.767090200261184,0.778202160634124,1.73199497072797,1.78226623589295,1.52209429042825,0.961212257770865,0.961914226823941,0.980980533370043,0.999949192409401,0.807497970643888,0.808353317376329,0.865155882332141,0.881775394682436,0.175907663986456,0.980414329643782,0.980772260427435,0.980464856422594,0.990541954697591,0.990444613984066,0.999974595882016,0.966582914596456,0.916860065406595,0.898608908615916,0.899084710901219,0.898729109780158,0.921757757461564,0.930137560972645,0.939028963707955,0.939014915261372
20,5000,6,0.850614640071398,0.0028559682790311,0.0110112725728613,0.999858683256564,0.999873558703241,0.00441136290868314,0.00362437260385357,0.400011116906791,0.815928795966069,0.820554310370131,0.818335576837303,1.72607662108092,1.78211711344332,1.50760468020556,0.962168736671608,0.9663627209755,0.978288077587367,0.99995120360456,0.807919170054025,0.808750686448713,0.860845829832161,0.877407661503248,0.199000376300095,0.980902001563668,0.983037497237771,0.982672137434119,0.989194584344282,0.989084464334248,0.999975601504637,0.968273361512449,0.915717366516093,0.898843239977934,0.899305669085163,0.898878849746159,0.920627262985264,0.9278177783553,0.936700411819728,0.936689434510311
20,5000,7,0.851004310901228,0.00319811230946539,0.0110017363931092,0.999823413488258,0.999842001542125,0.00282353891823376,0.00379278916438709,0.397237524538951,0.80058788521173,0.803085961288596,0.798302974475813,1.7245811084195,1.78624277157624,1.50852209618611,0.962290669052243,0.964537656368987,0.979443786455729,0.999936257628697,0.805851722990895,0.806422669193044,0.860251110497319,0.876468999313354,0.213532917117145,0.980964152786554,0.982108780313559,0.981756904007312,0.989755043681643,0.989668523524785,0.999968128306446,0.96807490582261,0.916019583947588,0.89769244342976,0.89801039481347,0.897611531384986,0.920954627052267,0.927497229374469,0.936199230566525,0.936183413211427
20,5000,8,0.848819764037507,0.00334210352076422,0.0113044969483151,0.999801391642463,0.999822297785362,0.0049955069591874,0.00429813586843109,0.399998367716053,0.798239805451466,0.802683270550401,0.790395697281224,1.74594456857583,1.77891209109192,1.52462788551704,0.965080202054956,0.966721137978892,0.980132278538452,0.999940738556924,0.805181369578553,0.806879535183303,0.855479126199101,0.873025789486413,0.11347617079543,0.982384956142426,0.983219781116558,0.983069493837651,0.990038050590958,0.990016302157925,0.999970368839459,0.970077260659002,0.914562299126964,0.89731898986846,0.898264735578161,0.898031294661134,0.919876423482642,0.92492114593575,0.934358490883672,0.934326180873155
20,5000,9,0.852719696683536,0.00124191841693843,0.0108045634787277,0.999973970026522,0.999976710023731,0.00354932899886206,0.00455201786291835,0.395467092606082,0.801318767263638,0.805584896876212,0.813840999772663,1.71195849111199,1.75011211214467,1.48969673964041,0.962556074423877,0.965108169604252,0.979171908389812,0.999949811874614,0.812748477441398,0.816130436212848,0.863392234092986,0.882085193087728,0.193348819984227,0.981099421273847,0.982399190555577,0.982238728553503,0.989560370824686,0.989531155845945,0.999974905622443,0.969833482644514,0.918735081225545,0.901525638815335,0.903399378023279,0.903225659715629,0.922163488569542,0.929189019571898,0.939193906010749,0.939225469242097
20,5000,10,0.856863376759105,0.0056876603790254,0.011391299287164,0.999482217158923,0.999536720615878,0.00505888677587825,0.0112191235823742,0.39701578885911,0.793429182049673,0.792255058402373,0.789658379986666,1.69839739076012,1.74734408742367,1.48114490418487,0.961833108684463,0.966738576136902,0.980090364854051,0.999935828917956,0.816784079827863,0.818402312359048,0.870066810141703,0.885854439529031,0.318874708842099,0.98073090533768,0.983228648960608,0.982572170433232,0.990145958469519,0.989995133752713,0.999967913944221,0.968070961606274,0.920669776926052,0.903761074525712,0.904655908265152,0.90396300116014,0.924645543995411,0.932773718616528,0.941198406038297,0.941167621322095
