"Est.Theta","Est.ExpScore","SimSum.Score","Scaled.Weighted.Score"
1.84754085879306,45.0874495862148,45,45.4349468042315
-0.12060449470672,23.394435622981,25,21.1706936965544
0.720715803132569,37.1647836569006,36,36.9214788634089
-0.52039166026427,17.184338392406,18,14.340089808065
-0.414592983587612,18.7116964606325,17,15.9945781716286
-0.654939833527915,15.3903556584641,16,12.4256827562412
1.34557572197513,43.0152948079834,43,43.3669661328111
0.00203186996188129,25.485002070273,24,23.5240600300097
-1.60829460966795,7.43093083050975,8,4.76085712840394
1.03709860336824,40.7098236635577,40,40.8948799650425
-1.2088762804628,9.88252416503473,10,6.90128913835421
1.56939909059786,44.1385909353003,44,44.5138388153124
-0.264374512352395,21.034047294118,22,18.5440272827345
-0.552654574933896,16.7384375068796,15,13.8610291514899
0.301732640978053,30.6840328322024,31,29.466772268767
0.00602354702381386,25.5538979548806,26,23.6020220652676
-0.231198959526971,21.5681038699902,20,19.1353630384621
-1.07927046446182,10.9144999314877,11,7.8759975487151
0.517055274018462,34.2207809078841,32,33.5456676691483
-0.0822543065824942,24.0419743371507,25,21.8970275128838
-1.22974018370135,9.72892798373309,9,6.75954447286011
-0.402498992919186,18.8923251211446,22,16.1914972416677
-0.0930472651449378,23.8590916130441,25,21.6916487020327
-0.970717759566065,11.8914121919824,13,8.83026296685776
-0.0281150341299926,24.9661360564814,26,22.9377252165004
0.42695341093359,32.7817702786816,35,31.8861049664486
-1.06707416472854,11.0189195185087,9,7.97663401691815
-0.593472429141052,16.1883172217984,19,13.2728024409484
0.178746179407593,28.5581454840386,30,27.0240013793698
-0.300424710086255,20.4618559754043,19,17.9124815917777
-0.637504812742726,15.6129138520071,18,12.6611723381605
-0.0970013086300406,23.7922148081728,25,21.6165928667624
0.805399317745259,38.2405569505384,39,38.1418073547157
-0.24465231758031,21.3506969311091,24,18.8944228500887
-0.361907456239156,19.5070691853098,19,16.8634984663812
-0.0978489774811718,23.7778864868321,23,21.60051550415
-0.355454772415191,19.6059669448919,21,16.9718618473904
