"Number.Items","Number.Students.Original","Number.Students.Removed","Number.Run","Alpha","Model.RMSEA","Model.SRMSR","Model.TLI","Model.CFI","RMSE.Item.Discrimination","RMSE.Item.Difficulty","RMSE.Theta","RMSE.EstExpSc.SimSumSc","RMSE.EstExpSc.WSc","RMSE.WSc.SimSumSc","RMSE.TrExpSc.SimSumSc","RMSE.TrExpSc.WSc","RMSE.TrExpSc.EstExpSc","R2.EstTh.SimSumSc","R2.EstTh.WSc","R2Del.EstTh.add.SimSumSc","R2Del.EstTh.add.WSc","R2.EstExpSc.SimSumSc","R2.EstExpSc.WSc","R2Del.EstExpSc.add.SimSumSc","R2Del.EstExpSc.add.WSc","R2.TrTh.SimSumSc","R2.TrTh.WSc","R2Del.TrTh.add.SimSumSc","R2Del.TrTh.add.WSc","R2.TrExpSc.SimSumSc","R2.TrExpSc.WSc","R2Del.TrExpSc.add.SimSumSc","R2Del.TrExpSc.add.WSc","CORR.EstTh.SimSumSc","CORR.EstTh.WSc","CORR.EstTh.EstExpSc","CORR.SimSumSc.WSc","CORR.SimSumSc.EstExpSc","CORR.WScvEstExpSc","CORR.TrTh.TrExpSc","CORR.TrTh.EstTh","CORR.TrTh.SimSumSc","CORR.TrTh.WSc","CORR.TrTh.EstExpSc","CORR.TrExpSc.EstTh","CORR.TrExpSc.SimSumSc","CORR.TrExpSc.WSc","CORR.TrExpSc.EstExpSc"
10,5000,353,1,0.768410271879491,0,0.0085889389455202,1.00020314377338,1,0.00426857337691902,0.00166010185833178,0.490426100739416,0.348987886192041,0.268043534852125,0.464139467531964,1.11363035922518,1.04755842422463,1.05573405188755,0.955285238734654,0.988111664266164,0.000309169048433144,0.0331355945799432,0.97542198782567,0.998682787808336,0.000161361671805693,0.0234221616544712,0.720724925412563,0.737648491689762,0.000139999542119518,0.0170635658193191,0.749692607380536,0.763206811106506,0.000675009994238973,0.0141892137202089,0.977386944221506,0.994038059767413,0.99090925253034,0.986179663467115,0.987634541632516,0.999341176880216,0.988594580621398,0.859752637227931,0.848955196351706,0.858864652718787,0.857907238569761,0.865156396746442,0.865847912384465,0.87361708494426,0.87461748423912
10,5000,84,2,0.65088558350498,0,0.00700993329459518,1.00192034802586,1,0.00534554674637444,0.00155735771104833,0.610379298611946,0.35312710962172,0.42946449738473,0.595539859297317,0.953009798804062,0.858815620827368,0.859240659587266,0.952635901775617,0.956425999796263,0.0149893714199877,0.018779469440634,0.953669735877157,0.988085559116253,0.00423465419770219,0.0386504774367983,0.653486006814075,0.676838358987765,0.0029578166729155,0.026310168846606,0.6568460452063,0.694616321471191,0.000512201506848831,0.0382824777717397,0.976030686902629,0.977970347094565,0.994373503900756,0.965345372245367,0.976560154766288,0.994024928820325,0.99435705109746,0.821285941420728,0.808384813572147,0.822701865190401,0.826212285755305,0.82016474602028,0.810460390892917,0.833436453169161,0.831187116330564
10,5000,165,3,0.733158431186904,0,0.00816689528720449,1.00081648514538,1,0.00412809308206501,0.00122348792928796,0.533903852668574,0.202749905504432,0.451139971084421,0.533651209121785,0.994988153166489,0.969660216859379,0.947067885724665,0.981113598089331,0.960388167367242,0.0208705335784953,0.000145102856405677,0.988921044635945,0.990299400291078,0.00557301390446518,0.00695136955959819,0.718209260327227,0.719829815709535,0.00376199806188804,0.00538255344419558,0.721975973036421,0.737006449739781,0.000154939115861952,0.0151854158192217,0.990511785941657,0.979993962923875,0.994422076307136,0.987461662336032,0.994445093826675,0.995137880040287,0.994637836521552,0.852537801829019,0.847472277025761,0.848427849442447,0.854199233639706,0.848438465483345,0.849691692931278,0.858490797702446,0.857728363270352
10,5000,160,4,0.663426756529345,0,0.0100973501668188,1.00034375393175,1,0.0125873876483091,0.00222455359385053,0.600356101563423,0.588849251867807,0.216197838122717,0.671482341773898,1.16683175975616,1.03122882952092,1.00781389316185,0.895719898659308,0.975925787768931,0.00271837565778976,0.0829242647674125,0.907899288621059,0.989933334323921,0.00264912717232779,0.0846831728751899,0.631966204805315,0.689492659540328,0.00178396872019604,0.0593104234552096,0.640495985015253,0.699574286731574,0.00170101692970659,0.0607793186460273,0.946424798206021,0.987889562536689,0.993462781636118,0.940024213089423,0.952837493290991,0.994953935779904,0.994514431544258,0.829948441228052,0.794963021030107,0.830356947065735,0.831098823501558,0.83014241524232,0.800309930598924,0.836405575502444,0.837091264586056
10,5000,211,5,0.718424740564624,0.00524912970541032,0.0094542409670111,0.99940199214527,0.999534882779655,0.00271248183048729,0.00154143660244293,0.545057005470779,0.381747799667642,0.208778451174581,0.462564295750015,1.18346698785805,1.05947205195162,1.09949221244896,0.961767098607078,0.999315859951202,6.47270781417575e-09,0.0375487678168324,0.968323186844469,0.997346013132405,0.000489828744757226,0.0295126550326924,0.689942476348222,0.718488895071563,2.3809943800801e-05,0.0285702286671411,0.694991087332784,0.720194795084562,3.23116337402896e-05,0.0252360193855191,0.980697251248864,0.999657871449629,0.998599086620076,0.981048484739043,0.98403413906453,0.998672124940115,0.998510293911954,0.847294914660164,0.830627760400663,0.847637242617125,0.846439783522717,0.8482614881361,0.833661254546943,0.848642913765597,0.848647663670497
10,5000,214,6,0.709775735666778,0,0.00842566920159011,1.00066110017986,1,0.010017891494222,0.0014797001891924,0.576655938719531,0.45496519824573,0.17336539527566,0.521442790499105,1.05602767537287,0.911872898959963,0.941310488975982,0.885613181676136,0.919093734234731,0.0040034433513837,0.0374839959099782,0.943797421327686,0.993983349929319,0.00150641880505209,0.0516923474066854,0.644288428701663,0.675208827200853,0.0015551345982886,0.0324755330974792,0.699504222760661,0.743032378898496,0.000402064869738039,0.0439302210075732,0.941070232063546,0.958693764574867,0.967758589946999,0.964089243107163,0.97149236812632,0.996987136290794,0.970284597700864,0.831089772881542,0.802675793020858,0.821710914617089,0.826567333319142,0.825093786063247,0.836363690484386,0.861993259195509,0.861988035554096
10,5000,197,7,0.68556836706802,0.00155231846085208,0.00923141030385545,0.999943610736484,0.999956141683932,0.00478615481988811,0.00275069370674403,0.617915632076971,0.383654461312505,0.833999102029941,0.96746566936668,1.07084254497309,1.24860570858327,0.993050637586041,0.935450852945981,0.917077002747395,0.0257880606905159,0.00741421049192981,0.958425892299546,0.981755836921498,0.00640393570817011,0.0297338803301223,0.654404068996536,0.664810969114408,0.00625575289248015,0.0166626530103522,0.674259297236235,0.708661525714393,0.000668611837077338,0.0350708403152354,0.967187082702194,0.957641374809691,0.986821255394197,0.967679217823127,0.978992284085807,0.990835928356203,0.98904913909073,0.819705305054547,0.808952451628979,0.815359411004992,0.826225619183749,0.817850140473478,0.821132935179338,0.841820364278741,0.839970867663276
10,5000,167,8,0.732766620718733,0.00517702292285162,0.00877132805590197,0.999477469372429,0.999593587289667,0.00572977681288737,0.00196377166370269,0.530905062252278,0.316390063411457,0.215630941943021,0.409079021966214,1.12400135853064,1.00709744825649,1.0618790521167,0.973780639356688,0.999827913342505,1.15103451293619e-05,0.0260587843309469,0.978161791460244,0.998192141231151,0.000247882301878,0.0202782320727848,0.715805781859819,0.734973587969567,8.91189657492575e-06,0.0191767180063237,0.721923909593282,0.737918267623779,8.31916397985299e-05,0.016077549670295,0.98680324247374,0.999913952969207,0.998721809637139,0.987424560875737,0.989020622363479,0.999095661701697,0.998004862148225,0.857437431509843,0.846053060900922,0.857306006026767,0.856332291814193,0.858878720848093,0.849661055711795,0.859021692173008,0.859382424937344
10,5000,150,9,0.731431206789022,0,0.00833376203241857,1.00057949967951,1,0.00779368787426497,0.00196129185590826,0.498638652749003,0.289391707433604,0.185846651993771,0.365521181509224,0.96057766040108,0.857645970409497,0.906121685103072,0.975672237839639,0.993781006816295,0.000893053054974557,0.0190018220316298,0.976786256220378,0.997051308254136,0.000557727016855414,0.0208227790506138,0.742955909746682,0.758990038718693,0.000342434621190546,0.0163765635932012,0.742839276994832,0.76001105358489,0.000214945141974732,0.0173867217320332,0.98776122511447,0.996885653832121,0.999255808216802,0.985815969852777,0.988324975005882,0.998524565673843,0.999387620920947,0.871112266289375,0.861948902050859,0.87120034361718,0.871485344738591,0.870444560112199,0.861881242976567,0.871786128350807,0.871561531909602
10,5000,191,10,0.713436631627991,0.00560066452757629,0.00954235636263647,0.99929850888236,0.999454395797391,0.00925605172226223,0.00317173991357217,0.559674673543394,0.323446698097533,0.252453841858354,0.448475328577361,1.11251415414853,0.976274681198911,1.05141818361671,0.969629835392129,0.99125150906448,0.00105860090542587,0.0226802745777771,0.975080273302867,0.995263483852667,0.00135548486261239,0.0215386954124132,0.697699961170334,0.713390418265351,0.00073868311661629,0.0164291402116331,0.700283790416781,0.715307655141275,0.000871726020513997,0.0158955907450087,0.984697839640227,0.995616145441847,0.99741751859055,0.98304060707892,0.987461530036926,0.997628930942095,0.99818993378724,0.845286460337443,0.835284359467082,0.844624424383614,0.844154637135886,0.844203195419627,0.836829606560846,0.845758626997842,0.845591109880242
10,5000,187,11,0.686114282722768,0,0.00824279738521453,1.00108317332931,1,0.00567841733516526,0.00235178234202956,0.579504521564789,0.446528830915889,0.604084247909346,0.778468081636731,1.14968444998453,1.13764544020117,1.04886885144328,0.944427980679479,0.986155370241288,0.00154420484328754,0.0432715944050965,0.94978529176274,0.99170011647779,0.00156059535776765,0.0434754200728169,0.665308110393556,0.698957569037003,0.000529916927214047,0.0341793755706609,0.668393625405224,0.701914840026816,0.00056342133869669,0.0340846359602884,0.971816845233441,0.993053558596558,0.998163876750847,0.968808570839701,0.974569285255153,0.995841411308944,0.99854411416035,0.836420168279736,0.815664214241103,0.836036822775769,0.837286054474322,0.837154509651205,0.817553438868202,0.837803580815227,0.838942039909194
10,5000,166,12,0.719838171313914,0.00639212605241236,0.00981034055900495,0.999182068187542,0.999363830812533,0.00496839279947855,0.00156329611297635,0.539112912518578,0.334982539701687,0.409641144225872,0.565216850525926,1.09178488022527,0.998326918076303,1.01308350743487,0.966496062362012,0.983694041660885,0.00234582135128603,0.0195438006501597,0.973496462726113,0.994149768984108,0.0015935198771635,0.0222468261351588,0.706732261942329,0.728850570333934,0.000150522636556238,0.022268831028161,0.714457578001534,0.739815526183554,1.06761188097826e-05,0.0253686243008298,0.983105316007401,0.991813511533739,0.996710599753226,0.981994932462984,0.98665924347067,0.997070593781658,0.997011714008447,0.853633339370877,0.840673695283925,0.85372745670614,0.854332260488692,0.85416705842171,0.845255924558672,0.860125296793179,0.85887911565477
10,5000,203,13,0.73307696501014,0.00603662142076191,0.00760839296282319,0.999364124255298,0.999505429976343,0.00497457240804451,0.00185372138024724,0.511424616012509,0.376591904661348,0.444094372308728,0.606481760151881,1.06612952736095,1.0218277935047,0.982317262608324,0.960539002805254,0.989988848061924,0.00121505747158013,0.0306649027282501,0.964164309571833,0.994107956608027,0.00115810991742249,0.0311017569536157,0.709451032301458,0.73854020592103,0.000101131036212676,0.0291903046557843,0.71361667106916,0.741889258768238,0.000162568784123795,0.0284351564832012,0.980070917232653,0.994981833031098,0.998659795339948,0.977648177663803,0.981918687861593,0.997049625950497,0.998619429936785,0.859195118039599,0.842289161928051,0.85938361976537,0.859950629037318,0.860174947301914,0.844758350695132,0.861329936068774,0.861898172998294
10,5000,96,14,0.669248906168486,0.00251595873024258,0.00997071465266353,0.999813405816265,0.999854871190429,0.00812435851518727,0.00200438597447618,0.605977003374537,0.41469827710516,0.298113994564812,0.540551838662888,1.14367796284366,0.970183544127987,1.04332975764704,0.950626697945025,0.995245158814627,8.78283004295266e-05,0.0447062891700324,0.957752055719158,0.995987272914499,0.000586937557721656,0.0388221547530632,0.668564209239734,0.700379419093346,4.50407023999677e-05,0.031860250556012,0.67560486645024,0.706120955964354,0.000121724761920849,0.0306378142760347,0.97500087074065,0.9976197466042,0.996960318219572,0.975250092252014,0.978648075520081,0.997991619661458,0.997436062410633,0.83759883504375,0.817657758013541,0.83688674209438,0.836193011769157,0.838912118648381,0.821951863827947,0.840310035620398,0.840343478405477
10,5000,258,15,0.707371875668793,0,0.0090081387456042,1.00160164208384,1,0.010486168361486,0.00212209375617052,0.62544080509939,0.307673192070872,0.69654851976054,0.801408812253345,1.19655436894703,1.26288640810382,1.15009677824766,0.960912769838346,0.961927014180731,0.00657147021318327,0.00758571455556878,0.979062963251631,0.993321048620662,0.00187466434726979,0.0161327497163002,0.654351760044587,0.663391594723159,0.00137904745347905,0.0104188821320507,0.679892823616402,0.695550667633595,0.000258048724240068,0.0159158927414326,0.980261582353581,0.980778779430271,0.990491245804283,0.985400979108506,0.98947610544754,0.996654929562214,0.989158904264042,0.813451469361828,0.808920119693277,0.814488547938618,0.818351614598924,0.820020443528989,0.824556137334748,0.83399680313152,0.833994229739489
10,5000,381,16,0.753092874666543,0.00360529435085278,0.0101016378505519,0.999799177452688,0.999843804685424,0.00338822819927621,0.0012135574903132,0.513621247382228,0.309346682784359,0.221112161248908,0.42292030912514,1.06335831097591,0.949015307535016,0.994290598372102,0.946738214395747,0.93827850342193,0.0129730764839023,0.00451336551008497,0.97712897896299,0.994388338278021,0.00211547862708295,0.0193748379421137,0.686655514194207,0.688867857297109,0.00492688447371548,0.00713922757661822,0.728857892433785,0.751023896660432,0.000124165131812903,0.0222901693584597,0.973004735032542,0.968647770565715,0.980706006060983,0.982754661129269,0.988498345452834,0.997190221711997,0.975409494349638,0.841716242706851,0.828646797009562,0.829980636700104,0.836858755527999,0.841621492582485,0.853731745007637,0.866616349176746,0.865902885997695
10,5000,40,17,0.600479155786819,0,0.00943446725776359,1.00010356747309,1,0.00461609435099636,0.00276988969654412,2.40128795861439,0.615274535504684,0.298633643175024,0.688313740524488,1.08526334577236,0.924501123316438,0.877500427590906,0.345453118225405,0.468328069725636,0.021605169063093,0.144480120563324,0.884400816335164,0.991603169051249,0.000694114779482446,0.107896467495567,0.63438296629079,0.716028128247182,0.000222084258336142,0.0818672462147289,0.639001447457098,0.721202880698553,0.0002254751929881,0.0824269084344432,0.587752599505444,0.684344993205646,0.633770644532342,0.935017374118625,0.940425869664997,0.995792733981951,0.997515234423865,0.57221081687562,0.796481617045107,0.846184452851258,0.845733730649117,0.55784896418814,0.799375661036222,0.849236645875902,0.848782125180909
10,5000,100,18,0.677601345654788,0.0042089631008364,0.00855762413046006,0.999601981167775,0.999690429797158,0.0125071066805164,0.00356883241319064,0.555344560089701,0.428497265324836,0.220684113281105,0.516065586750316,0.975440477078932,0.833595032968754,0.864512616966103,0.936662887147016,0.955582085333219,0.0108694599896533,0.0297886581758565,0.940583954989571,0.989685611067532,0.00270321636063209,0.051804872438593,0.687571680316441,0.714360524035587,0.00396074492159237,0.0307495886407382,0.691533445793923,0.736972022907677,0.000665614189538477,0.0461041913032927,0.967813456791657,0.977538789682138,0.993604501774719,0.960297624492973,0.969837076518305,0.994829438178993,0.991965380584412,0.849081927916654,0.829199421319408,0.845198511614631,0.851783212715877,0.844992301342297,0.831584899931404,0.858470746681375,0.856985467611148
10,5000,118,19,0.668017530290841,0,0.00838798138840544,1.00003051028312,1,0.00750325701285818,0.00240065672141349,0.644283297131956,0.313158221241529,0.255852984368008,0.453136695029276,0.871077049408633,0.750368702488883,0.782952866255157,0.911077536599971,0.854006533295268,0.0571159596584521,4.49563537496811e-05,0.958605626791548,0.987634022090519,0.00529382216902441,0.0343222174679951,0.612920224497587,0.605029741368899,0.0147348843639568,0.00684440123526897,0.674110001481428,0.719326555116457,3.12013890103602e-05,0.04524775502404,0.95450381696459,0.92412473903433,0.959399053376521,0.966366416409729,0.979084075445795,0.993797777261812,0.953308675067875,0.792588680941451,0.782892217675961,0.777836577546272,0.793665082064646,0.781426914345324,0.821042021751278,0.848131213384142,0.84293384033166
10,5000,151,20,0.67778381570752,0.00104592287715124,0.0099376095174412,0.999975931307557,0.999981279905878,0.0045580404896644,0.00144383797439606,0.549575572694965,0.57015535053848,0.631377435270261,0.876908932937284,1.11124434349353,1.1274759346135,0.933718683456513,0.904167199612815,0.970226853245791,0.00344254158546398,0.0695021952184404,0.911442701829601,0.987489047239162,0.00202356445963836,0.0780699098691993,0.662105326254427,0.727763800910609,0.000418249072324572,0.0660767237285065,0.664792403788884,0.736688776446585,0.000106391765843261,0.0720027644235437,0.95087706861235,0.985000940733455,0.99637383494468,0.946056890325727,0.954695083170329,0.993724834770251,0.997686035358808,0.853539063699855,0.813698547531227,0.853090734277785,0.857131021474582,0.853607431959621,0.815348026175869,0.858305759299438,0.859321024487847
10,5000,337,21,0.77318693030944,0,0.0070615738557753,1.00078477546217,1,0.00493906721215325,0.00147147404222741,0.500875002142776,0.330600565347079,0.190080165925886,0.391213358439815,1.21112020818702,1.13883026375144,1.15170714476479,0.968716039721265,0.995839154527507,0.000309920835976141,0.027433035642218,0.97914899571686,0.999440054675136,3.57815556963903e-05,0.0203268405139717,0.711344726097334,0.733437768624091,0.000554640102665038,0.0226476826294219,0.723250152586729,0.742612728155437,0.000138842227018099,0.0195014177957263,0.984233732261431,0.997917408670431,0.996436015088072,0.988908016683688,0.989519578238279,0.999719988134245,0.995709346890765,0.856752582008335,0.843412547984279,0.856409813479558,0.855554746124915,0.859450918335681,0.850441151748155,0.861749806008355,0.861814815745766
10,5000,302,22,0.691207313157438,0,0.00850620676051488,1.00174302651191,1,0.0072256706654002,0.00347114235181796,0.57915539674565,0.42152297702129,0.432739595326389,0.620473310958946,1.12688011973588,1.0383530885326,1.03391765251659,0.937462932027034,0.982977299871525,0.000125411648683293,0.0456397794931735,0.952408861729852,0.997148832604452,0.000210732813280878,0.0449507036878807,0.64807408750528,0.68282126272765,5.74662234575918e-07,0.0347477498846051,0.663989738337957,0.702087305309567,3.18850605114385e-05,0.0381294520321213,0.968226694543707,0.991452116782008,0.994829691389541,0.974016200468253,0.975914372129979,0.998573398706601,0.992203290217902,0.826002999382961,0.805030488556352,0.826329996265203,0.827275060056276,0.828432318324213,0.81485565490948,0.837906501531983,0.836625081954493
10,5000,420,23,0.759088178603737,0.0107989618628801,0.0132910328349201,0.998335564839375,0.998705439319514,0.00765710466760639,0.00191498295535271,0.496848272469407,0.310317798651241,0.747470920141345,0.847374686954255,1.08201718637035,1.17689651126171,1.02809238414214,0.966677796026094,0.961909151442611,0.0112481675623004,0.0064795229788176,0.977867665230598,0.988807934095774,0.00424527685705489,0.0151855457222316,0.714904031591548,0.723185599165673,0.00300758964834769,0.0112891572224721,0.732312203172998,0.751125521335105,0.000590985244013575,0.01940430340612,0.983197740043219,0.98076967298271,0.994674505180457,0.982116012762854,0.988871915482788,0.994388221016206,0.991900922899271,0.855375230855702,0.845519977050541,0.850403197998263,0.85625623461564,0.858419007976989,0.855752419320564,0.866674980217558,0.866481153363798
