"Number.Items","Number.Students.Original","Number.Run","Alpha","Model.RMSEA","Model.SRMSR","Model.TLI","Model.CFI","RMSE.Item.Discrimination","RMSE.Item.Difficulty","RMSE.Theta","RMSE.EstExpSc.SimSumSc","RMSE.EstExpSc.WSc","RMSE.WSc.SimSumSc","RMSE.TrExpSc.SimSumSc","RMSE.TrExpSc.WSc","RMSE.TrExpSc.EstExpSc","R2.EstTh.SimSumSc","R2.EstTh.WSc","R2.EstExpSc.SimSumSc","R2.EstExpSc.WSc","R2.TrTh.SimSumSc","R2.TrTh.WSc","R2.TrExpSc.SimSumSc","R2.TrExpSc.WSc","CORR.2PLDiff.2PLDisc","CORR.EstTh.SimSumSc","CORR.EstTh.WSc","CORR.EstTh.EstExpSc","CORR.SimSumSc.WSc","CORR.SimSumSc.EstExpSc","CORR.WScvEstExpSc","CORR.TrTh.TrExpSc","CORR.TrTh.EstTh","CORR.TrTh.SimSumSc","CORR.TrTh.WSc","CORR.TrTh.EstExpSc","CORR.TrExpSc.EstTh","CORR.TrExpSc.SimSumSc","CORR.TrExpSc.WSc","CORR.TrExpSc.EstExpSc"
30,5000,1,0.835542436195566,0,0.0113192916639162,1.00053407953138,1,0.00338313652002618,0.00556209699859292,0.390870898980112,1.10062889005212,1.36830131683475,1.09371773544979,2.39332044583654,2.55392307994187,2.07476689468338,0.977080617923947,0.992514150357902,0.979769503113226,0.999954537006786,0.824756511922787,0.838352996389164,0.835597046476083,0.853359422060739,-0.125996491844015,0.988473883278637,0.996250044094304,0.996090103662455,0.989856741124991,0.989833068306583,0.999977268245027,0.993548177521072,0.91777107431904,0.908161060562932,0.915616183992596,0.9154503865609,0.91943779594102,0.914109975044624,0.923774551533403,0.923750494074236
30,5000,2,0.842070825725511,0,0.0113514283541553,1.00027885291773,1,0.00433073283993241,0.00641503983903047,0.390630634925133,1.06429370692735,1.36136510201979,1.0957263664437,2.34623682916164,2.55485417373689,2.06297502097104,0.978948456359829,0.991732831719832,0.981365457638746,0.999958364885914,0.834324538859112,0.842448671062771,0.846410917430433,0.859521430538342,-0.16144096252215,0.989418241372085,0.995857837103184,0.995848816939386,0.990597385656499,0.990638913852442,0.999979182226267,0.99287699437477,0.921701510597613,0.913413673457494,0.917850026454633,0.917832364507699,0.923513372198845,0.920005933366973,0.927103786281958,0.927119015505095
30,5000,3,0.837313575257764,0,0.0113623649672552,1.0003076573086,1,0.00315310396526405,0.00643180258778451,0.389546445414148,1.08606839321151,1.38043617588799,1.10973204392732,2.31149077823495,2.50697076549599,2.02527251090242,0.978405778446444,0.992415990803781,0.980491229094438,0.999939035450213,0.832423051519655,0.842698921519191,0.848068672280069,0.862829107290122,-0.125420135160968,0.989143962447552,0.996200778359353,0.996184802858078,0.990175011915693,0.990197570737496,0.999969517260508,0.992063643709801,0.922276816986794,0.912372211062818,0.917986340595105,0.9179906792919,0.925897255208297,0.920906440568243,0.928885949560075,0.928932007166255
30,5000,4,0.838028384762049,0.00513613795039478,0.0123742575850815,0.998929583544081,0.999003405368628,0.00276176600494098,0.0039362969288606,0.380250815647071,1.09134123053079,1.38806356802698,1.13177027993407,2.36478544418063,2.54479501669864,2.04485378300352,0.977729659949353,0.991885302677462,0.979968564768351,0.999945758320408,0.833381503425917,0.847694425619194,0.841228230406786,0.859935397507934,-0.175525874118649,0.988802133871764,0.995934386733113,0.995883914731982,0.98991161951276,0.989933616344223,0.999972878792424,0.993807475602867,0.924022088168179,0.912897312640319,0.920703223421746,0.920678396822544,0.923791893936624,0.917184948855346,0.927327017566044,0.927378505778896
30,5000,5,0.837368766667729,0.00481051576347631,0.0122743226066053,0.999061208135118,0.999125952401661,0.00336000446542308,0.00462908745036492,0.390234091181435,1.07356882038468,1.36893753534897,1.08692980817627,2.39383559524896,2.56659958268201,2.09156535096189,0.978169046163911,0.991870380944995,0.981098878666456,0.999951263731938,0.828071424022793,0.840858858402871,0.836531255917458,0.853760591425033,-0.122692113889419,0.989024289976697,0.995926895381883,0.995907749963252,0.990469231206122,0.99050435570292,0.999975631569059,0.993751621443775,0.920119212763795,0.909984298778166,0.916983564957884,0.916915136801505,0.920231944462741,0.914620826308617,0.923991661988913,0.923985068890937
30,5000,6,0.836653838530126,0,0.0112454962955799,1.00071918135766,1,0.00330779937667962,0.0056237210819916,0.37945343491861,1.09182885558535,1.3768708185961,1.11686636053202,2.32600570666655,2.52071805139718,2.02871413594433,0.977701175883335,0.99215812550827,0.980039139926936,0.999925910318614,0.835393602853475,0.844583319382941,0.845561919934019,0.859660102408031,-0.160888209840479,0.988787730447408,0.996071345591404,0.99604359797601,0.989880879320281,0.989969262112181,0.999962954473121,0.993348486447773,0.923258608811325,0.913998688649756,0.919012143218435,0.919029508320661,0.92432110961323,0.919544408897155,0.927178570938755,0.927252876645623
30,5000,7,0.844022124672864,0,0.0111883199504648,1.00037977042376,1,0.00368732589335705,0.00392293073439549,0.38870463463458,1.05943804537775,1.37447660364478,1.12684362471357,2.32970782301692,2.53352024783161,2.03622320520111,0.978670369304126,0.990798382325907,0.981686375062864,0.999923132811682,0.838037169773859,0.846817460725029,0.850793579910548,0.865261970925124,-0.170681040092452,0.989277700802017,0.995388558466445,0.995429075355342,0.990719038541744,0.990800875586444,0.999961565667242,0.992125534314706,0.924902657653824,0.915443701040026,0.920226852860222,0.920281350901197,0.926410429628643,0.922384724456423,0.930194587667077,0.930238272845486
30,5000,8,0.844725069652321,0.00268126100949857,0.0116870143992008,0.999730542947703,0.999749126192689,0.0043453390951506,0.00413068227495384,0.392622539728119,1.04877183965008,1.30622476461122,1.03518609922809,2.400803643234,2.55878169809608,2.08038648483249,0.979253041648801,0.992095999095155,0.982710175277075,0.999955367468274,0.830431735663628,0.843503173536483,0.842135181328335,0.858928395792915,-0.139454374531833,0.989572150804984,0.996040159378704,0.99589583857092,0.991316268958237,0.991317393813442,0.999977683485123,0.99295751348071,0.922065555443808,0.911280272837961,0.918424288407315,0.918275357908876,0.923310125671773,0.917679236622653,0.926783899187354,0.926760547816884
30,5000,9,0.842601644364717,0.00211459465317387,0.0117270539060966,0.99982779076451,0.999839667263509,0.00407380296758976,0.0059447101946244,0.393992644486325,1.06066711358012,1.34667315509287,1.08415837860258,2.37492453640374,2.57736862708844,2.08250730881031,0.979366832654298,0.992255743826203,0.982155320541309,0.999943317999651,0.830630151948616,0.840234089712216,0.843366341016723,0.85700787416259,-0.199203153418184,0.989629644187308,0.996120346055738,0.996089966802092,0.991005136138689,0.991037497041009,0.999971658598208,0.993445866718378,0.919998718332675,0.911389133108694,0.916642836502973,0.916636202567217,0.922471777332568,0.918349792299603,0.925747197761133,0.925806119108969
30,5000,10,0.843109433164115,0,0.0114055718951684,1.00028404044743,1,0.00418380066949309,0.00630561927856978,0.392587733205145,1.06561637785768,1.34068461558185,1.08287806132574,2.36369091688137,2.55048301428909,2.06793553640223,0.97885543862519,0.991793180215338,0.981623865562577,0.999955677826648,0.833129165304706,0.84336787693376,0.845742345137806,0.860303125969855,-0.189571359569922,0.989371233979031,0.995888136396522,0.995814649207792,0.990765473319894,0.990769330148333,0.999977838667761,0.99245490756898,0.922270727352435,0.912759094890161,0.918350628536704,0.918301061846192,0.923944732718983,0.919642509422986,0.927525269720375,0.927560837585513
30,5000,11,0.846331633058052,0.00485873168671503,0.0122047535960224,0.999133324681914,0.999193095393507,0.00345174662039912,0.00547018080203491,0.384180544987076,1.05833419111436,1.31750774886456,1.06682954156966,2.35615406568984,2.53271191137594,2.04444841573601,0.979224811558955,0.991606897412749,0.981967972701382,0.999942481914891,0.839038575915495,0.849792110162217,0.84927461984774,0.86455654234594,-0.133291855189454,0.989557886916656,0.995794606037183,0.995749130999935,0.990912289907611,0.990942971467775,0.999971240543892,0.993563188253229,0.925024413313665,0.915990488987466,0.921841694740597,0.921870721313734,0.925837012515987,0.921560969142977,0.929815327011735,0.929873108836666
