"Est.Theta","Est.ExpScore","SimSum.Score","Scaled.Weighted.Score"
1.37129318450744,16.2701282002452,15,19.0806853870516
0.0131653453197248,5.64320389889177,6,4.44696085234252
-0.738001516945797,3.66631170582283,4,1.47102003623858
0.174808263199658,6.59727863600781,10,5.92189044251867
-0.799333514697048,3.58015623689765,3,1.35433419764045
-1.07565171159673,3.23555183167186,2,0.911348869995593
0.432668940706346,8.59616023193583,9,9.01843932133165
-0.790377302675809,3.59246404015326,4,1.37086210655424
-0.841612973145398,3.52320823222208,4,1.27848582879868
-0.0240465927095694,5.46348114682582,2,4.16949230171202
-1.256245473947,3.03659099021768,2,0.672422359917793
-0.619216269198283,3.8478045643707,5,1.72397280583686
-0.472823160952293,4.10804010862882,5,2.10085225498094
-0.99740691235036,3.32728008245711,3,1.02553305920041
0.568649565264624,9.72514833588305,8,10.745857911096
0.371927693665129,8.09474460000219,7,8.2425988696823
0.408216800572323,8.393405922228,7,8.70503471484911
-0.937780937458322,3.39995638463174,3,1.11790933695597
1.70300453470844,19.1555990918061,17,22.095895913434
-0.169096866248404,4.88616310443857,7,3.27982435853226
0.1713400561676,6.57383952560665,6,5.8856144346897
-0.509411855455371,4.03828427446773,4,1.99844835721029
-0.526067992328341,4.00767001665408,5,1.95379836123977
-0.526067992328341,4.00767001665408,5,1.95379836123977
0.430341490539637,8.57682647176154,10,8.98857880105353
0.415429667714527,8.45311977513462,8,8.79739143882148
1.18340411286188,14.6774354755882,18,17.3134785058738
-0.332277622700665,4.41548826626691,3,2.56080441747397
-1.06576433922268,3.24693498607282,3,0.925375129516068
-0.99740691235036,3.32728008245711,3,1.02553305920041
0.173244978387758,6.58669818652659,6,5.90551512513813
-0.841612973145398,3.52320823222208,4,1.27848582879868
0.237860873697485,7.0439697718127,6,6.61363653409881
0.970766419482726,12.9484838969202,19,15.2388649050775
-0.544877687910656,3.97389348507366,5,1.90475946554567
-1.11932523331083,3.18593367409476,2,0.850674626530211
0.321460267075886,7.68697539900363,8,7.61046182417175
-0.614191648126373,3.85598653826076,4,1.73558737105185
-0.135547210410763,5.00402617900623,3,3.46111257629279
0.199399141559627,6.76696152941318,8,6.1845694095352
-0.619216269198283,3.8478045643707,5,1.72397280583686
-0.0666073161289426,5.27482287652646,9,3.87840402810798
0.745491997428355,11.1580708863447,13,12.8458654840622
0.796615565039719,11.5651168438492,10,13.4140494253326
-0.453427843058995,4.14652316904566,6,2.15771223514394
0.867729051287315,12.129278749009,13,14.1779755564106
-0.444732822046644,4.16413770489698,5,2.18381840424484
-0.785275882624885,3.59951457447942,3,1.3803515843591
-0.790377302675809,3.59246404015326,4,1.37086210655424
0.5052310552046,9.20000762650659,6,9.9472602347752
1.74233381839886,19.4914889671217,19,22.4380313522119
0.419784593875793,8.48921523216688,8,8.85319774856215
-0.841612973145398,3.52320823222208,4,1.27848582879868
-0.945185155030795,3.39078817394069,3,1.10616178922488
-0.366763116254896,4.33332328755144,6,2.43677117384312
0.137211550068038,6.34992775907894,5,5.53918295929044
0.106682785391582,6.16029045074399,4,5.24593086214603
-1.18866595479441,3.10920492202269,2,0.758298348774652
-0.738001516945797,3.66631170582283,4,1.47102003623858
-0.539117973745744,3.98414921395208,2,1.9196239084446
0.863805767650225,12.0981692210358,13,14.1365692949128
-0.265297297400278,4.59059931066493,7,2.82698656470501
-0.323939884289339,4.43611932184947,4,2.59204626836239
-0.266492067458426,4.58727663446204,6,2.82191716814885
-0.830704678050671,3.53772508335953,3,1.29772227412259
2.28362796577829,23.489705326488,26,26.4289538830229
-0.450323951838276,4.1527847291103,4,2.16698677661119
-0.626428109343453,3.83614045022331,4,1.70744489692306
-0.146642368978633,4.96410604175473,4,3.39968009037778
-0.937780937458322,3.39995638463174,3,1.11790933695597
-0.729755115952067,3.67824866576589,4,1.48736630903919
-0.391820224585997,4.27660102407108,5,2.3515590564929
2.77861424093861,25.7905558567493,29,28.670637240192
0.137955416528723,6.35467547116423,6,5.54652648206279
-0.0432256497371214,5.37630583538981,8,4.03495950149392
-0.462905133099913,4.12758207434243,4,2.12969542864817
-0.503356882248266,4.04958465312882,5,2.01497626612408
0.181819126068935,6.64503625567587,9,5.9958103121343
-0.937780937458322,3.39995638463174,3,1.11790933695597
-1.53393727105741,2.7562217767959,1,0.353110699282615
-1.22415640654083,3.07082030072556,2,0.71272168746393
1.11403800697078,14.10549503024,15,16.6488064792778
-0.970997620725628,3.35915042898071,3,1.06583238674654
1.18200626774331,14.6658234452427,15,17.3001674014233
0.141907597548805,6.38000051537058,8,5.58569945582171
2.47775495283933,24.5418403625265,24,27.4574834470349
-0.970997620725628,3.35915042898071,3,1.06583238674654
-0.937780937458322,3.39995638463174,3,1.11790933695597
-0.526067992328341,4.00767001665408,5,1.95379836123977
-0.0142874211027733,5.50924352460627,5,4.24013020290442
-0.738001516945797,3.66631170582283,4,1.47102003623858
-0.380891410282258,4.30104816973169,6,2.38824003655912
1.70466574476207,19.1698527230649,23,22.110441566509
0.656999767742965,10.4469033318698,8,11.8210970620906
-0.462905133099913,4.12758207434243,4,2.12969542864817
-0.698117687442775,3.7248949873249,4,1.55164876626306
-0.526067992328341,4.00767001665408,5,1.95379836123977
-1.256245473947,3.03659099021768,2,0.672422359917793
-0.744670508795244,3.65672230410885,2,1.45791960528515
1.29024883413812,15.5756750813454,16,18.32310829662
1.41631034781707,16.6598599742806,20,19.4988134460214
-0.619216269198283,3.8478045643707,5,1.72397280583686
0.781719550907827,11.4467112777716,12,13.2502216074301
0.871044019009405,12.1555659810018,12,14.2128983103683
0.996763246122692,13.156434253114,13,15.4994760361242
-0.793599376625241,3.58802595583826,2,1.36489679097482
-0.643197100576239,3.80937108296405,4,1.66964721877025
-0.790377302675809,3.59246404015326,4,1.37086210655424
-0.34642933001956,4.38116801945133,2,2.50891655611989
-0.587035260566438,3.90102572769545,4,1.79982117467862
0.62438021865101,10.1818963997225,10,11.4299116702964
0.101480779638017,6.12899914305793,4,5.19755516988163
-0.0463552064634886,5.36242155327936,10,4.01353658920371
-0.364136105758052,4.3394104083302,4,2.44593694711589
-0.570385388336899,3.92935679950653,5,1.8404770083218
-0.143900241401362,4.97388364240305,7,3.41472406762696
